description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent,place.org.places,place.org.type,place.place,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent,place.org.parent.places,place.org.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.places,place.org.parent.parent.type
en,"",1948-01,,"",1948-01,sighting,https://rr0.org/time/1/9/4/8/index.html#1948-01
en,"",1948-02,,"",1948-02,sighting,https://rr0.org/time/1/9/4/8/index.html#1948-02
Printemps Couverture du n° de printemps de Fate contenant notamment le récit de Kenneth E. Arnold Avril,"",1948,,"",1948,sighting,https://rr0.org/time/1/9/4/8/index.html
Eté Couverture du n° d'été de Fate contenant un autre article de Arnold : "Des visiteurs de l'espace sont-ils ici ?" Publication d'une nouvelle sur "les 3 petits hommes verts". en en juillet en août,"",1948-06,,"""""""Knight, Damon"""""","""",s1,"""",""Planet Stories n° 11, vol. 3"",1948,""The Third Little Green Man""",1948-06,sighting,https://rr0.org/time/1/9/4/8/index.html#1948-06
en,"",1948-09,,"",1948-09,sighting,https://rr0.org/time/1/9/4/8/index.html#1948-09
en,"",1948-10,,"",1948-10,sighting,https://rr0.org/time/1/9/4/8/index.html#1948-10
en,"",1948-11,,"",1948-11,sighting,https://rr0.org/time/1/9/4/8/index.html#1948-11
en,"",1948-12,,"",1948-12,sighting,https://rr0.org/time/1/9/4/8/index.html#1948-12
"Des astronomes repèrent à proximité de la Terre un corps céleste de 3 km de diamètre. La Terre et Vénus semblent être ses pôles de direction. Il semble se diriger vers l'une ou l'autre selon ses caprices. Le professeur Gustav Arhenius, de l', l'étudiera à nouveau au début des années 1970s. Il apparaîtrait que ce corps évolue capricieusement et ne se comporte pas comme un corps céleste homologué. Personne n'est capable de prévoir son orbite. Ce corps planétaire inconnu possède d'ailleurs d'assez grandes similitudes avec Icare, un astéroïde de 1 km de diamètre qui coupe sans scrupules l'orbite des planètes dont, pourtant, l'orbite ne se croise jamais. Il croise le chemin de la Terre tous les 200 jours et change constamment de trajet. Malgré sa très grande vitesse, on pense qu'il est influencé dans sa course par l'attraction des planètes.","",1948,université de Berkeley (Californie),,,,"",,"","",1948,sighting,https://rr0.org/time/1/9/4/8/index.html
J. Allen Hynek intègre la 2nde génération d'experts du projet Sign à la demande de l'USAF.,"",1948,,"",1948,sighting,https://rr0.org/time/1/9/4/8/index.html
"À , M. Galbraith voit par 2 fois un objet atterrir. La 1ère fois, il voit un vaisseau de la forme d'un disque ainsi que 1 forme humaine. La 2nde fois il voit un appareil de la forme d'un cigare et 3 formes humaines.","",1948,"Swastika (Ontario, Canada)",,,,"",,"",""""","""",s2,"""",,,",1948,sighting,https://rr0.org/time/1/9/4/8/index.html
