description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
,"",sighting,1981-01$,,"",1981-01,event,https://rr0.org/time/1/9/8/1/index.html#1981-01
,"",sighting,1981-02$,,"",1981-02,event,https://rr0.org/time/1/9/8/1/index.html#1981-02
,"",sighting,1981-03$,,"",1981-03,event,https://rr0.org/time/1/9/8/1/index.html#1981-03
,"",sighting,1981-04$,,"",1981-04,event,https://rr0.org/time/1/9/8/1/index.html#1981-04
,"",sighting,1981-05$,,"",1981-05,event,https://rr0.org/time/1/9/8/1/index.html#1981-05
,"",sighting,1981-06$,,"",1981-06,event,https://rr0.org/time/1/9/8/1/index.html#1981-06
,"",sighting,1981-07$,,"",1981-07,event,https://rr0.org/time/1/9/8/1/index.html#1981-07
,"",sighting,1981-08$,,"",1981-08,event,https://rr0.org/time/1/9/8/1/index.html#1981-08
,"",sighting,1981-09$,,"",1981-09,event,https://rr0.org/time/1/9/8/1/index.html#1981-09
,"",sighting,1981-10$,,"",1981-10,event,https://rr0.org/time/1/9/8/1/index.html#1981-10
,"",sighting,1981-11$,,"",1981-11,event,https://rr0.org/time/1/9/8/1/index.html#1981-11
,"",sighting,1981-12$,,"",1981-12,event,https://rr0.org/time/1/9/8/1/index.html#1981-12
"Aux USA, Mike Lewis aura un rêve récurrent sur une expérience lorsqu'il avait 5 ans, et se souvint sous hypnose un enlèvement et un examen lors duquel une aiguille inséra ou enleva quelque chose de son nez.","",sighting,1981$,,"""""""Sprinkle, Ronald Leo"""""","""",s1,"""",,(1981) ""UFO Contactees""",1981,event,https://rr0.org/time/1/9/8/1/index.html
"William L. Moore rencontre la principale victime de sa campagne de désinformation, Paul Frederick Bennewitz.","",sighting,1981$,,"",1981,event,https://rr0.org/time/1/9/8/1/index.html
