type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent,place.org.parent,place.place,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent
case,"",https://rr0.org/time/1/9/3/9/index.html#1939-02,Horta,,,"","",,,1939-02,"en Un paquebot américain, le Tulsa, capte les messages de détresse d'un navire qui communique : Ici, P.E.C.C., P.E.C.C. Nous venons d'être attaqués par un sous-marin inconnu. S. O. S., S. O. S., S. O. S... 2 navires se dirigent aussitôt vers la source des appels qui se situe à environ 550 km au sud des Açores. Il s'agit du paquebot anglais Empress of Australia et du cargo grec Mont Pelion. Lorsqu'ils arrivent sur les lieux du drame, ils ne trouvent rien. Pas d'épave, pas d'embarcations, pas de cadavres ni de blessés, pas de traces d'huile ou de mazout. Les deux navires forment alors des spirales sur la mer, de plus en plus larges. Ils envoient des messages par radio, sans discontinuer. En vain. Une enquête a lieu : aucun sous-marin ne se trouvait dans cette région au moment du drame. Les appels de détresse n'avaient duré que quelques instants. Des pêcheurs à , près des Açores, apportent des témoignages contredisant les mises au point officielles comme quoi ce navire disparu n'avait jamais existé et que les opérateurs radio avaient été victime d'une erreur d'interprétation. Ces pêcheurs avait observé dans les parages de la disparition des formes mystérieuses qui ressemblaient à des sous-marins en surface.","",1939-02
case,"",https://rr0.org/time/1/9/3/9/index.html#1939-03,,1939-03,Couverture de Amazing Stories en mars en,""""",Jim Klotz < UFOPOP,s1,"""",,,""""",1939-03
case,"",https://rr0.org/time/1/9/3/9/index.html#1939-04,,1939-04,"en le mercredi 5 Maria est seule à voir. J'ai vu la Mère de Dieu directement devant moi, c'est-à-dire à 2 m de moi environ, et j'ai demandé : ""Mère, comment voudrais-tu qu'on t'honore ? – Comme Reine de l'Univers et Reine des âmes du purgatoire. – Par quelle prière souhaites-tu être honorée ? – Par les litanies de Lorette"".","",1939-04
case,"",https://rr0.org/time/1/9/3/9/index.html#1939-05,,1939-05,"en La Vierge apparaît 13 fois, dont 2 fois à l'endroit initial, en plein jour (le le samedi 6 et le vendredi 12). Le le vendredi 12, Grete l'interroge : Devons-nous faire venir des malades ? – Pas encore. – Devons-nous venir ici chaque soir ? – Oui. Ensuite, le nombre des apparitions diminue.","",1939-05
case,"",https://rr0.org/time/1/9/3/9/index.html#1939-06,,1939-06,"Couverture de Thrilling Wonder Stories n° 3, vol. 13, en juin en",""""",Better publications,s2,"""",Inc. < Collection Les Treece-Sainclair & Jim Klotz < UFOPOP,,""""",1939-06
case,"",https://rr0.org/time/1/9/3/9/index.html#1939-08,,1939-08,"en le jeudi 3 Au moins 3 météores sont tombés aux Etats-Unis au cours des 6 dernières semaines. Et Mars se rapproche de la Terre. Peut-être que ce gars, Orson Welles, avait quelque chose après tout. le dimanche 27 Moins d'une semaine avant le début de la guerre, l'Allemagne entre dans l'ère de l'aviation à réaction avec le 1er vol du Heinkel He-178.",""""",Edwardsville Intelligencer d'Edwardsville (Illinois),s3,"""",,,""""",1939-08
case,"",https://rr0.org/time/1/9/3/9/index.html#1939-09,Pologne,org,org/pl,"",pl,"",country,,,1939-09,en L'Allemagne nazie envahit la : début de la 2nde guerre mondiale.,"",1939-09$org_pl
case,"",https://rr0.org/time/1/9/3/9/index.html#1939-10,,1939-10,"en le lundi 9 WARY DE BALLON METEO -- Miami, Floride, 9 octobre (AP) -- Le 1er effroi de guerre en Floride a eut lieu au plus profond des Everglades, parmi des véritables pionniers de l'état -- les Indiens Seminole. Le mot d'un grand conflit ayant filtré dans la région sauvage, les Indiens furent suspicieux lorsqu'ils remarquèrent un ballon étrange haut dans le ciel. Les guetteurs Indiens le suivirent avec attention sur 30 miles ou plus, et l'inspectèrent à une distance de sécurité lorsqu'il finit par se poser à terre. Il se révéla être un observateur mécanique de la stratosphère des Etats-Unis venu du bureau météo de Miami, et les Indiens furent récompensés pour l'avoir renvoyé.",""""",Frederick,s5,"""",""Maryland, The Frederick Post"",1939-10-10,""""",1939-10
case,"",https://rr0.org/time/1/9/3/9/index.html,Otterøy/Namsfjorden (Norvège),,,"","",,,1939,"Au cours de la guerre, Lorentz Johnsen voit sur l'île des petits disques ou boules lumineux, capables d'effectuer des manœuvres évasives.",""""",UFO-NYT,s6,"""",2/1973,56,""""",1939
case,"",https://rr0.org/time/1/9/3/9/index.html,Sandefjord (Norvège),,,"","",,,1939,"Au cours de la guerre, été, fin d'après-midi, Mrs. Edvardsen et son ami(e) voient à 300 ou 400 m 3 ou 4 objets lumineux vers le Nord. Les objets au grands comme une grange, et se déplaçent comme des insectes. Leur couleur est décrite comme le feu d'une cigarette.",""""",Lettre de Arne Foss,s7,"""",,1977-10-22,""""",1939
case,"",https://rr0.org/time/1/9/3/9/index.html,Kristiansand (Norvège),,,"","",,,1939,"A , Linnea observe une croix lumineuse dans le ciel de l'Ouest.",""""",UFO-NYT,s8,"""",4/1969,162,"""","""",A bibliography of references to UFO incidents during World War II,s9,""Liljegren"",1987,02,""""",1939
