description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"Physical Review Letters publie la première mesure directe d'un temps de séjour négatif en mécanique quantique. Lorsqu'un photon résonnant traverse sans être diffusé un nuage d'atomes de rubidium, il ressort si tôt qu'il semble y avoir séjourné une durée négative — effet connu depuis 1993, mais que les physiciens tenaient pour un artefact : seul l'avant de l'impulsion, longue par le principe d'incertitude de Werner Heisenberg, passerait sans encombre. Pour trancher, les atomes eux-mêmes sont cette fois interrogés au moyen d'une mesure faible — un laser sonde de faible intensité dont on relève les variations de phase, assez imprécise pour ne pas déclencher l'effet Zénon quantique qui figerait le système, et dont la moyenne sur des millions de tirs livre le temps d'excitation. Le résultat coïncide exactement avec le temps négatif déduit des instants d'arrivée des photons, coïncidence que nul n'avait anticipée, et ne peut, lui, s'expliquer par la seule déformation de l'impulsion. L'expérience ne contredit pas la physique standard et n'ouvre aucune voie au voyage dans le temps, mais établit que ce temps de séjour négatif a un effet physiquement mesurable sur la matière traversée.","",sighting,2026-08-04$,,"""https"","""",s1,"""",,//doi.org/10.1103/gjfq-k9dv,"""","""",s2,"""",,Physicists have measured ‘negative time’ in the lab,"""","""",s3,"""",,Strange quantum experiment shows “negative time” is more than an illusion | ScienceDaily",2026-08-04,event,https://rr0.org/time/2/0/2/6/08/index.html#2026-08-04
"La collaboration Double Chooz publie dans Physical Review Letters la première mesure du flux d'antineutrinos émis par un réacteur nucléaire à l'arrêt et par ses piscines de combustible usé. Le détecteur, enterré à quelque 400 m des deux cœurs de la centrale de Chooz (Ardennes, France) et rempli de plus de 30 m³ de scintillateur liquide, identifie les antineutrinos par la double signature lumineuse de la désintégration bêta inverse sur un proton. L'analyse porte sur 17,2 jours de données acquises en 2017, les deux tranches étant complètement arrêtées, et recense une centaine d'événements candidats. Ces antineutrinos proviennent de la décroissance bêta des produits de fission à vie longue accumulés dans l'oxyde d'uranium irradié ; leur spectre s'accorde aux simulations de l'inventaire de combustible résiduel, ainsi validées expérimentalement pour la première fois. La performance tient à la maîtrise du bruit de fond, le flux d'un réacteur éteint valant environ un centième de celui d'un réacteur en marche : d'où une voie de vérification indépendante des inventaires de combustible usé, enjeu central des garanties de non-prolifération. Conçue à l'origine pour l'étude des oscillations de neutrinos, Double Chooz avait contribué à la mesure de l'angle de mélange θ₁₃.","",sighting,2026-08-04$,,"""https"","""",s4,"""",,//doi.org/10.1103/dr26-j19g,"""","""",s5,"""",,First measurement of antineutrinos from spent nuclear fuel | EurekAlert!,""https"","""",s6,"""",,//physics.aps.org/articles/v19/s94",2026-08-04,event,https://rr0.org/time/2/0/2/6/08/index.html#2026-08-04
"Nature publie une mesure de polarisation en rayons X du magnétar 1E 1547.0−5408, étoile à neutrons de 2,1 s de période dotée d'un champ magnétique de surface supérieur à 1014 gauss. L'observation combine le satellite IXPE et le télescope NICER de la NASA au radiotélescope Murriyang de Parkes (Australie), et donne un degré de polarisation de 65 % à 2 keV, atteignant près de 80 % dans la bande 2-3 keV à certaines phases de rotation. Les angles de polarisation X et radio suivent tous deux le rotating vector model, d'où les auteurs déduisent que les axes magnétique et rotationnel sont presque alignés et que l'objet est vu par le pôle. Cette géométrie s'accorde mal aux modèles d'émission de surface supposant une propagation non réfractive de la lumière, mais s'explique si la biréfringence du vide gouverne la propagation des photons dans la magnétosphère : cet effet d'électrodynamique quantique, prédit en 1936 par Werner Heisenberg et Hans Euler puis reformulé par Julian Schwinger en 1951, veut qu'un champ magnétique intense confère au vide des indices de réfraction dépendant de la polarisation. Les auteurs se gardent d'annoncer une détection et parlent d'une prédiction de longue date mais non confirmée ; une analyse indépendante d'une pose IXPE de 500 ks sur le même magnétar, publiée en janvier, aboutit au contraire à une géométrie inclinée où une tache chaude unique de 1,2 km de rayon suffit à rendre compte de la polarisation sans invoquer la biréfringence.","",sighting,2026-08-05$,,""""","""",s7,"""",,Client Challenge,"""","""",s8,"""",,Rare ultra-magnetic star the key to solving a quantum cold case | Swinburne,""[2601.15452] The long quest for vacuum birefringence in magnetars"","""",s9,"""",,1E 1547.0-5408 and the elusive smoking gun",2026-08-05,event,https://rr0.org/time/2/0/2/6/08/index.html#2026-08-05
"Le NOIRLab de la NSF annonce que deux équipes ont saisi une supernova dès son premier instant explosif. Le samedi 21 mars, le télescope spatial Einstein Probe détecte un bref éclair de rayons X mous, EP260321a, en provenance d'une galaxie située à quelque 500 millions d'années-lumière ; en moins d'une heure, les télescopes au sol y découvrent une supernova en train de s'allumer, SN 2026gzf. Les deux équipes identifient indépendamment cet éclair comme une percée de choc (shock breakout), l'instant où l'onde de choc traverse la surface de l'étoile et libère la première lumière de l'explosion. Attendu dans toute explosion stellaire, le phénomène ne dure que de quelques secondes à quelques heures : en vingt ans, un seul autre cas avait été clairement identifié en rayons X (SN 2008D, en 2008). L'objet est une supernova de type Ic à raies larges (Ic-BL), classe habituellement dotée de jets relativistes et associée aux sursauts gamma — mais le suivi multi-longueurs d'onde ne trouve ici ni jet, ni rémanence, ni sursaut gamma, et la percée de choc est la plus faible jamais associée à une Ic-BL alors que l'explosion, elle, ne l'est pas ; les auteurs avancent que le jet a pu être étouffé par la surface de l'étoile ou par la matière circumstellaire. La progénitrice est une étoile de Wolf-Rayet née avec une vingtaine de masses solaires, dépouillée de son hydrogène puis de son hélium par des épisodes irréguliers de perte de masse ayant formé plusieurs coquilles autour d'elle : c'est la première fois que l'environnement pré-explosion d'une étoile ainsi dénudée est cartographié. Le résultat établit que les Ic-BL énergétiques ne produisent pas toujours de sursaut gamma, et donc que les étoiles massives disposent de plus de manières de mourir qu'on ne le pensait.","",sighting,2026-08-05$,,""""","""",s10,"""",,Astronomers Catch Massive Star’s Death From the First Explosive Moment | NOIRLab,""EP260321a/SN 2026gzf"","""",s11,"""",,The Faintest Shock Breakout Associated with a Broad-lined Supernova,"""","""",s12,"""",,A Multiwavelength View of the First Type Ic-BL Supernova with an Einstein Probe X-Ray Shock Breakout",2026-08-05,event,https://rr0.org/time/2/0/2/6/08/index.html#2026-08-05
"L'université de Kyoto annonce avoir utilisé la Terre entière comme détecteur de matière sombre. Les recherches d'axions convertissent d'ordinaire ceux-ci en photons à l'aide d'aimants de laboratoire, dont l'étendue est nécessairement limitée ; les auteurs exploitent au contraire le champ magnétique terrestre et la cavité Terre-ionosphère, résonateur naturel qui amplifie les ondes électromagnétiques autour de 8 Hz. La théorie existante ne traitait que les fréquences inférieures à 1 Hz : ils construisent un cadre tenant compte de la conductivité électrique de l'atmosphère, qui porte les prédictions jusqu'à quelque 30 Hz, et l'appliquent à dix ans de données géomagnétiques (2012 à 2022) de l'observatoire d'Eskdalemuir (Écosse, Royaume-Uni). Pour une gamme de masses d'axions ultralégers — de 19 à 21 ordres de grandeur plus légers que l'électron —, les limites obtenues sur le couplage axion-photon sont environ cent fois plus serrées que la meilleure contrainte antérieure d'une expérience au sol, et rivalisent avec celles tirées des observations X de Chandra et de NuSTAR. Étendue aux photons sombres, qui produisent des ondes électromagnétiques même sans champ magnétique, la même analyse fait apparaître plusieurs signaux candidats dont la nature reste à déterminer.","",sighting,2026-08-05$,,""""","""",s13,"""",,Searching for dark matter with the world's biggest detector | KYOTO UNIVERSITY,""Signature of Axion Dark Matter in Low-Frequency Terrestrial Electromagnetic Fields"","""",s14,"""",,Formulation and Predictions,"""","""",s15,"""",,Axion Dark Matter Search from Terrestrial Magnetic Fields at Extremely Low Frequencies,"""","""",s16,"""",,Searching for dark photon dark matter from terrestrial magnetic fields",2026-08-05,event,https://rr0.org/time/2/0/2/6/08/index.html#2026-08-05
"L'Instituto D'Or de Pesquisa e Ensino (IDOR, Brésil) publie dans PLOS One la première étude de prévalence des interprétations que les témoins donnent à leurs expériences non ordinaires. Les auteurs valident d'abord, sur 160 participants brésiliens, une extension du questionnaire contextuel et interprétatif de l'Inventory of Nonordinary Experiences — toutes les catégories d'origine sont confirmées, neuf nouvelles sont ajoutées —, puis l'administrent à un échantillon de population générale de 5 117 personnes, chacune rapportant l'une de 38 expériences non ordinaires : coïncidences improbables, sentiment de présence, décorporation, expérience de mort imminente, perception extra-sensorielle, visions, déjà-vu. La plupart des traits de contexte et des interprétations suivent une distribution unimodale proche de la loi normale : si hétérogènes soient-elles, ces expériences paraissent donc interprétées au travers d'un même jeu de croyances et partagent des caractéristiques temporelles semblables. 20 % des participants rapportent un impact négatif immédiat et 25 % une souffrance ou une gêne, mais 51 % jugent que l'expérience a eu à long terme des effets globalement positifs sur leur vie — résultat que les auteurs lisent comme un indice de résilience et du rôle protecteur que peuvent jouer ces états de conscience.","",sighting,2026-08-05$,,""""","""",s17,"""",,Making sense of the extraordinary – An investigation of the content and prevalence of appraisals of nonordinary experiences,"""","""",s18,"""",,How humans process the extraordinary—most report positive long-term effects",2026-08-05,event,https://rr0.org/time/2/0/2/6/08/index.html#2026-08-05
"Découverte du premier trou noir supermassif dormant jamais repéré loin du centre de sa galaxie. Invisible tant qu'il n'accrète pas, l'objet ne s'est trahi qu'en déchiquetant une étoile de passage : l'événement de rupture par effet de marée TDE 2025abcr, détecté par la Zwicky Transient Facility du mont Palomar grâce à un programme d'apprentissage automatique entraîné à reconnaître la signature lumineuse de ces destructions et mis en service en août 2025. Le trou noir, de masse comparable à celui du centre de la Voie lactée, se trouve à 9,3 kiloparsecs (quelque 30 000 années-lumière) du cœur de la galaxie WISEA J014656.04−152214.7, à environ 750 millions d'années-lumière dans la constellation de la Baleine — sans qu'aucune galaxie ne l'entoure, ce qui surprend les auteurs. Deux explications sont avancées : le noyau résiduel d'une galaxie satellite absorbée et dépouillée de ses étoiles, ou l'éjection du plus léger de trois trous noirs lors d'une interaction à trois corps consécutive à une fusion galactique. Le résultat, paru le jeudi 27 dans The Astrophysical Journal Letters, contredit l'hypothèse selon laquelle les trous noirs supermassifs résident au centre des galaxies massives ; l'observatoire Vera C. Rubin devrait en révéler des dizaines à des centaines par an.","",sighting,2026-08-06$,,""""","""",s19,"""",,Radware Bot Manager Captcha,"""","""",s20,"""",,First-Ever ‘Wandering’ Black Hole Spotted at the Edge of a Galaxy | College of Computer,"""","""",s21,"""",,A star’s violent death exposed a hidden supermassive black hole | ScienceDaily",2026-08-06,event,https://rr0.org/time/2/0/2/6/08/index.html#2026-08-06
"Le Pentagone publie via le système PURSUE la cinquième tranche de fichiers déclassifiés sur les PANs : 41 documents, images, vidéos et enregistrements sonores provenant du ministère de la Défense, du FBI, de la CIA, du département d'État et de l'Exécutif présidentiel, le plus ancien datant de 1950 et le plus récent de 2026. La pièce maîtresse en est un rapport de renseignement accompagné de six vidéos sur un incident de septembre 2021 au-dessus du golfe d'Oman : l'équipage d'un avion-canonnier des forces spéciales AC-130J filme ses écrans de capteurs au cours d'un exercice de tir réel et observe environ 25 occurrences de PANs, décrits comme des orbes froides évoluant à basse altitude entre 400 et 2 100 km/h en formations diverses, manœuvrant agressivement et paraissant réagir aux tirs du canon principal ; l'AARO n'a pas résolu le cas. Un formulaire d'audition FD-302 du FBI, recueilli en 2024 auprès d'un ancien pilote militaire, rapporte qu'en 2002, vers 4 h 30 du matin, les étoiles se sont trouvées occultées au-dessus de la base de Bagram (Afghanistan) par un triangle équilatéral silencieux d'environ 150 m d'envergure, filant d'ouest en est à altitude et vitesse constantes (quelque 280 km/h) sans aucun feu visible ; un second pilote en fut témoin. La tranche comprend au total huit formulaires FD-302, la plupart assortis de rendus d'artiste officiels, ainsi qu'une séquence du CENTCOM montrant un objet traversant le ciel d'une ville du Moyen-Orient (l'année d'avant), une vidéo infrarouge de deux objets lents suivis au capteur portatif par un agent fédéral dans l'ouest des États-Unis (2026), une orbe rouge en rotation au-dessus du nord-est des États-Unis (2022) et une photographie déclassifiée d'un objet non identifié en orbite basse prise depuis la navette Columbia en 1996. Le Pentagone indique que d'autres tranches suivront.","",sighting,2026-08-07$,,""""","""",s22,"""",,Department of War Publishes Fifth Release of Unidentified Anomalous Phenomena Files on WAR.GOV/UFO > U.S. Department of War > Release | U.S. Department of War,""Pentagon releases new batch of UFO files"","""",s23,"""",,""Did you see that?"" - CBS News,"""","""",s24,"""",,PENTAGON RELEASES FIFTH TRANCHE OF UFO FILES — GUNSHIP UFO SWARM AND A 2002 AFGHANISTAN TRIANGLE REVEALED! - UAP Disclosure Reads",2026-08-07,event,https://rr0.org/time/2/0/2/6/08/index.html#2026-08-07
"Une éclipse totale de Soleil traverse l'Arctique sibérien, l'est du Groenland, la côte ouest de l' et le nord de l'Espagne. La bande de totalité, longue de quelque 8 300 km et large de 250 km en moyenne, est parcourue en 92 minutes ; la durée maximale de la totalité, 2 min 18 s, est atteinte en mer à 17 h 46 TU au large de l'Islande. Quelque 15 millions de personnes se trouvent dans la bande de totalité et près d'un milliard peuvent observer une phase partielle. C'est la première éclipse totale visible depuis l'Europe continentale depuis celle du mercredi 11 août 1999, la première en Islande depuis 1954 — et depuis Reykjavík depuis 1433 —, et la première en Espagne depuis 1905 (voire 1912 selon que l'on compte l'éclipse hybride de cette année-là). Le ciel islandais est entièrement couvert, mais l'Espagne bénéficie d'un temps très majoritairement dégagé : la totalité y est observée de Zaragoza à León, en Ségovie, Soria, Palencia et Zamora, ainsi qu'aux Baléares. Le Soleil étant alors très bas sur l'horizon, sa lumière traverse une épaisseur d'atmosphère beaucoup plus grande qui, par diffusion Rayleigh, en retire les courtes longueurs d'onde : la couronne, d'ordinaire blanche ou argentée, apparaît d'un or intense, tandis qu'une vaste protubérance reste rose vif, son émission dominante étant la raie H-alpha de l'hydrogène (656,3 nm). Un avion de recherche WB-57F de la NASA poursuit l'ombre à 15 km d'altitude au-dessus de la couche nuageuse islandaise et engrange 2 min 56 s de totalité et plus de 2 To de données multispectrales avec l'imageur SAMI ; l'ESA retransmet l'événement depuis l'observatoire astrophysique de Javalambre (Teruel) et ses satellites MTG-I1, Proba-2 et Proba-3 imagent l'ombre lunaire depuis l'orbite. L'éclipse ouvre une séquence ibérique de trois éclipses, avec une totalité sur l'Andalousie et l'Afrique du Nord le lundi 2 août 2027 et une éclipse annulaire le mercredi 26 janvier 2028.","",sighting,2026-08-12$Islande,,,"",,"",Islande,"",place,"""""""ESA - A look back at the 2026 total solar eclipse, dimanche 30 août 2026 à 12"""""","""",s25,"""",,,"""","""",s26,"""",,NASA Shares Views of August Solar Eclipse from Ground,""https"","""",s27,"""",,//www.timeanddate.com/eclipse/solar/2026-august-12",2026-08-12,event,https://rr0.org/time/2/0/2/6/08/index.html#2026-08-12
"Nature publie la description de MoM-BH*-1, source ponctuelle extrêmement rouge repérée au télescope spatial James Webb lors du relevé Mirage or Miracle. À un décalage vers le rouge de 7,76, sa lumière a été émise quelque 660 millions d'années après le Big Bang. L'objet est quasi invisible dans les filtres bleus, éclatant dans les rouges, presque dépourvu de métaux, et présente le saut de Balmer le plus profond jamais mesuré à quelque distance que ce soit — un rapport de 7,7, plus du triple de ce que peut produire la population stellaire la plus rouge connue — ainsi qu'une émission de l'hydrogène anormalement large creusée de profondes raies d'absorption. Les auteurs y voient un trou noir d'environ 100 000 masses solaires enfoui dans une enveloppe d'hydrogène dense de 10 à 100 unités astronomiques de diamètre, qui absorbe et diffuse le rayonnement du disque d'accrétion : la rougeur serait ainsi produite sans aucune poussière, ce qui lève l'objection principale opposée à l'interprétation classique. La luminosité observée dépasse d'un facteur 1011 ce que la fusion nucléaire pourrait fournir à cette échelle, ce qui exclut une étoile et implique une accrétion à la limite d'Eddington ou au-delà. Chacun des petits points rouges (little red dots) que le James Webb détecte depuis 2022 dans presque tous ses champs profonds — omniprésents dans l'Univers primitif, pratiquement absents de l'Univers actuel, et dont la nature est l'une des questions les plus débattues de l'ère JWST — serait une telle étoile-trou noir enchâssée dans une galaxie ordinaire, MoM-BH*-1 ayant ceci de particulier qu'elle éclipse totalement sa galaxie hôte. Le trou noir n'est pas résolu et sa masse n'est qu'inférée par ajustement de simulations sur un spectre ; la variabilité de +30 % en deux mois relevée par les auteurs est qualifiée par eux-mêmes de provisoire.","",sighting,2026-08-12$,,""""","""",s28,"""",,Client Challenge,""Astronomers discover a brand-new type of astrophysical object"","""",s29,"""",,A black hole star | MIT News | Massachusetts Institute of Technology,""""""JWST spots a bizarre “black hole star” 100 billion times brighter than a star | ScienceDaily, samedi 29 août 2026 à 15"""""","""",s30,"""",,",2026-08-12,event,https://rr0.org/time/2/0/2/6/08/index.html#2026-08-12
