description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent,place.org.places,place.org.type,place.place,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.type,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent.places,place.org.parent.type,place.org.parent.parent,place.org.parent.parent.parent
en,"",1994-01,,"",1994-01,case,https://rr0.org/time/1/9/9/4/index.html#1994-01
en,"",1994-02,,"",1994-02,case,https://rr0.org/time/1/9/9/4/index.html#1994-02
en,"",1994-03,,"",1994-03,case,https://rr0.org/time/1/9/9/4/index.html#1994-03
en,"",1994-04,,"",1994-04,case,https://rr0.org/time/1/9/9/4/index.html#1994-04
en,"",1994-05,,"",1994-05,case,https://rr0.org/time/1/9/9/4/index.html#1994-05
en,"",1994-06,,"",1994-06,case,https://rr0.org/time/1/9/9/4/index.html#1994-06
en,"",1994-07,,"",1994-07,case,https://rr0.org/time/1/9/9/4/index.html#1994-07
en,"",1994-08,,"",1994-08,case,https://rr0.org/time/1/9/9/4/index.html#1994-08
en,"",1994-09,,"",1994-09,case,https://rr0.org/time/1/9/9/4/index.html#1994-09
en,"",1994-10,,"",1994-10,case,https://rr0.org/time/1/9/9/4/index.html#1994-10
en,"",1994-11,,"",1994-11,case,https://rr0.org/time/1/9/9/4/index.html#1994-11
en,"",1994-12,,"",1994-12,case,https://rr0.org/time/1/9/9/4/index.html#1994-12
"Zhaoghuo A , Meng Zhaoghuo (fermier) travaille à l'extérieur de la ville, lorqu'il voit un flash métallique sur un flanc de montagne. Il va voir de plus près, pensant au crash d'un hélicoptère, mais perd conscience. Cette nuit-là racontera-t-il, une humanoïde le visita. Mesurant 3 m, dotée de 12 doigts et ayant les poils de ses jambes tressés, elle aurait fait l'amour avec lui, pendant 40 mn, en lévitation. De retour, il apparaît totalement troublé et incapable de communiquer avec qui que ce soit. Je ne croyais pas aux extraterrestres jusqu'à ce que je les rencontre, dira-t-il. Voir c'est croire. Nous ne pouvons pas expliquer les ovnis et les extraterrestres parce que notre technologie n'est pas assez avancée. Mais ça ne veut pas dire que ces choses n'existent pas. Zhaoghuo déclarera plus tard avoir fait une 2ᵉ rencontre avec d'autres extraterrestres, parlant chinois. Les extraterrestres me montrèrent un morceau de cristal, à travers lequel j'ai vu des forêts, des icebergs et des combustibles fossiles sur la Terre, dit-il. Ils me parlèrent de la situation actuelle des ressources de la Terre et m'avertirent sur l'importance de la protection de l'environnement. Egalement : Ils dirent que dans 60 ans, un extraterrestre naîtra avec les gènes d'un paysan terrien et que je pourrais le ou la rencontrer.","",1994,"Wuchang (province de Heilongjiang, Chine)",,,,"",,"",""""","""",s1,"""",,,Fourni à China Daily,""Shi Bo"","""",s2,"""",""Aldane, CP 100"",-1216,OVNI - Nouveaux dossiers chinois,""""""Zixuan, Zhang"""",""""Nilsson, Erik"""""","""",s3,"""",""China Daily, 31 octobre 2010 < """"Alien, mon amour"""", Courrier International"",16,""Calling occupants of inter-planetary craft""",1994,case,https://rr0.org/time/1/9/9/4/index.html
