description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type,place.org._parent._parent._parent,place.org._parent._parent
en,"",sighting,1974-01$,,"",1974-01,event,https://rr0.org/time/1/9/7/4/index.html#1974-01
en,"",sighting,1974-02$,,"",1974-02,event,https://rr0.org/time/1/9/7/4/index.html#1974-02
en,"",sighting,1974-03$,,"",1974-03,event,https://rr0.org/time/1/9/7/4/index.html#1974-03
en,"",sighting,1974-04$,,"",1974-04,event,https://rr0.org/time/1/9/7/4/index.html#1974-04
en,"",sighting,1974-05$,,"",1974-05,event,https://rr0.org/time/1/9/7/4/index.html#1974-05
en,"",sighting,1974-06$,,"",1974-06,event,https://rr0.org/time/1/9/7/4/index.html#1974-06
en,"",sighting,1974-07$,,"",1974-07,event,https://rr0.org/time/1/9/7/4/index.html#1974-07
en,"",sighting,1974-08$,,"",1974-08,event,https://rr0.org/time/1/9/7/4/index.html#1974-08
en,"",sighting,1974-09$,,"",1974-09,event,https://rr0.org/time/1/9/7/4/index.html#1974-09
en,"",sighting,1974-10$,,"",1974-10,event,https://rr0.org/time/1/9/7/4/index.html#1974-10
en,"",sighting,1974-11$,,"",1974-11,event,https://rr0.org/time/1/9/7/4/index.html#1974-11
en,"",sighting,1974-12$,,"",1974-12,event,https://rr0.org/time/1/9/7/4/index.html#1974-12
"Au symposium de l'APRO, les Coral Lorenzens prédirent que le gouvernement devrait alléger le secret sur les ovnis sur une période de 3 ans (Plus tard, elle déclarera : J'avais tort. Essentiellement la même information avait filtré vers moi par 3 canaux différents, me donnant la confiance d'être vraiment sur quelque chose. En retrospective je pense que j'ai été soit ""préparée"", i.e. trompée pour croire que quelque chose était réel, ou qu'un tel plan existait bien mais a depuis été annulé).","",sighting,1974$,,"",1974,event,https://rr0.org/time/1/9/7/4/index.html
