description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent.places,place.org.parent.type,place.org.places,place.org.type,place.org.parent,place.place,place.org.parent.parent
en le lundi 15 janvier L'espace aérien restreint juste au-dessus de Groom Lake (R-4808) est étendu à 22 miles nautiques par 20. A la base de cette extension se trouve une requête du Département de l'Air Force citant un besoin immédiat et urgent pour un projet secret. Ceci crée la "boîte Groom" telle qu'elle existe aujourd'hui (27 FR 205).,"",1962-01,,""""","""",s3,"""",,,",1962-01,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-01
en,"",1962-03,,"",1962-03,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-03
en,"",1962-04,,"",1962-04,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-04
en,"",1962-05,,"",1962-05,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-05
"en le mardi 12 juin Prétendue récupération de 2 corps suite à un crash à la base d'Holloman (Nouveau-Mexique). À , à la suite d'une observation d'ovni, une femme est réveillée par une sensation de froid intense et voit près de la maison un êêauve. Elle appelle d'autres témoins et tous voient l'apparition rapetisser et disparaîîr place comme une image de télévision lorsqu'on éteint l'appareil. le jeudi 21 juin Observation à Indianapolis (Indiana). en 30 av. J.-C. à le dimanche 1 juillet Observation à Richmond (Virginie).","",1962-06,Vérone (Italie),,,,"",,"",""""","""",s5,"""",,7957,,"""","""",s6,"""",,7968,",1962-06,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-06
"en le vendredi 13 juillet, lors d'un vol de vers Tokyo, Yusuke Matsumura remarque un immense appareil en forme de disque légèrement brumeux et aux contours vagues.","",1962-07,Sappora (Japon),,,,"",,"",""""","""",s7,"""",,1985,",1962-07,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-07
en,"",1962-08,,"",1962-08,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-08
en le vendredi 21 septembre Observation au WSW de Biloxi (Mississippi). le samedi 29 septembre Lancement du satellite canadien Alouette.,"",1962-09,,""""","""",s8,"""",,8133,",1962-09,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-09
"en le jeudi 4 octobre à 09:45 Au lieu dit près de St Ours, 7 témoins (dont l'un était pilote membre d'un aéro-club), ont observé pendant moins de 20 minutes un objet en forme de cigare vertical dans le ciel. Sa largeur est estimée à 4 m et sa hauteur à 20 m. Il évolue en virages brusques sans aucun bruit en laissant une trainée colorée donnant l'impression d'effectuer un ballet au-dessus de la gare. Les témoins effectueront un dessin montrant des détails de structures. le jeudi 11 octobre à le dimanche 14 octobre le lundi 22 octobre Crise des missiles à Cuba. le mardi 23 octobre Cas Duck Hunter à Farmington (Utah).","",1962-10,Le Vauriat (Puy-de-Dôme),,,,"",,"","""""""Poher, Claude"""""","""",s9,"""",,,,"""","""",s10,"""",,8182,",1962-10,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-10
en,"",1962-11,,"",1962-11,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-11
"en le samedi 22 décembre 1962 A l'aéroport international de , une curieuse machine ronde apparaît peu avant le lever du Soleil à l'extrémité de la piste 1-0-2-8, bloquant l'atterrissage d'un jet DC-8 Panagra. Au bout d'un moment il s'envole à grande vitesse hors de vue.","",1962-12,Ezezia (Brésil),,,,"",,"",""""","""",s11,"""",,1967,",1962-12,sighting,https://rr0.org/time/1/9/6/2/index.html#1962-12
"L'ovni photographié en avril-mai. Un nuage de condensation autour d'un avion de chasse ? Le satellite Transit 4-B refuse d'émettre pendant 6 mois, puis se remet en marche tout seul.","",1962,,"",1962,sighting,https://rr0.org/time/1/9/6/2/index.html
"Dans son N°1, la revue soviétique Simena publie un article où l'on peut lire, entre autres, que le crâne d'un homme vieux de 40000 ans aurait été découvert à Broken Hill (aujourd'hui Kabwe) à un peu plus de 50 km de Lusaka, la capitale de l'actuelle Zambie. Fait étrange, ce crâne serait percé d'un trou net, sans fêlures radiales, ce qui suggèrerait l'impact d'une balle. Le même type d'impact apparaît sur un crîne de bison préhistorique datant d'environ 8000 à 10000 avant notre ère, qui, cette fois, est conservé par le musée de Paléontologie de Moscou. Ce fossile aurait été retrouvé à l'ouest de la Léna, fleuve qui traverse la République Autonome de Yakoutie, célèbre pour les innombrables défenses de mammouths que l'on trouve enterrées dans son sol, gelé la plus grande partie de l'année. On peut voir une photographie de ce crâne dans l'Or des Dieux d'Erik vonDäniken. Ce dernier, ainsi que des savants soviétiques tels que K. Flerov, affirment que ce trou est bien d'époque car ses bords se seraient recalcifiés, preuve que l'animal auraît survécu à sa blessure. Comme la photographie est prise d'assez loin pour pouvoir englober l'ensemble du crâne du bison, il est impossible de détecter cette recalcification. Mais on aperçoit effectivement un trou bien rond au niveau du front.","",1962,,"",1962,sighting,https://rr0.org/time/1/9/6/2/index.html
Lancement du projet RedLight.,"",1962,,"",1962,sighting,https://rr0.org/time/1/9/6/2/index.html
"Le satellite géodésique Anna, surnommé ""FireFly"" (""Luciole"" car il scintille dans la nuit) s'arrête brusquement de fonctionner et résiste à toutes les tentatives de remise en route. Elle refera parler d'elle 7 mois plus tard, en reprenant son travail comme si, entre-temps, rien ne s'était produit.","",1962,,"",1962,sighting,https://rr0.org/time/1/9/6/2/index.html
Sortie du livre "Les extraterrestres" de Pascal Thomas (pseudonyme du compositeur Paul Misraki) qui marque le début de l'usage du terme extraterrestre afin de se détacher des récits fantastiques évoquant martiens ou vénusiens.,"",1962,,"",1962,sighting,https://rr0.org/time/1/9/6/2/index.html
